conditionA	skater_optimize_v0_5_MS023rep1_database_sorted	skater_optimize_v0_5_MS023rep2_database_sorted
F0F1T0C0J0_0J1_0	F0T0C0J0_0	F0T0F1T1C0J0_0J0_1J1_1	F0T0T1C0J0_0J0_1
	-1.344133472980254	-4.472337089834934	-3.364370036379361
	-1.328114270300725	-2.8431374467934116	-0.27868509323192947
	-3.119309773499966	-3.2240469868050323	-0.980194201023548
	-1.1549909610350813	-3.09997555649323	
	-1.30991372297653	-3.2702058906050175	
	-0.712773592747848	-3.654664490476822	
	-1.2736204041198704	-3.206262229681089	
	-1.5183683261921685	-7.66410446069174	
	-1.4048954989646751	-2.951875439171448	
	-6.847343986673528	-2.600161728548747	
	-2.761668027844001	-6.87391353724882	
	-2.4930000438377897	-5.715322891694052	
	-2.4800072922100824	-4.815175869212665	
	-2.713364840861061	-5.617024267579511	
	-2.650766088374456	-3.506548590756783	
	-2.0250243654245454	-2.3713141121264907	
	-2.411421831086394	-2.456611023495299	
	-2.7328166041304374	-2.443316525823049	
	-2.4051419252496733	-1.0497660195108969	
	-3.159525969877075	1.535510543965293	
	-5.685566576311105	2.767377248706607	
	-2.6941998700487866	-0.8466447252862638	
	-3.5468876702200776	-2.747976799643001	
	-4.5570520467279625	-0.348946011994974	
	-2.928775524751879	-2.815336307550422	
	-2.4286901593044865	-2.691117271865662	
	-2.330124199742581	-3.928697529092922	
	-5.402699389368861	-1.435239439880857	
	-1.2830336809898593	-2.548336793653327	
	-2.3406087894780367	-1.276399501598007	
	-0.3500993500413641	-0.879324252747	
	-0.8777972357007374	-2.606249936911577	
	-0.9087642044394105	-3.2253390071500903	
	-0.751754824897084	-2.9512052618525897	
	-0.20408264081760444	-2.9975379788382144	
	0.17520712534845276	-5.451081275121213	
	1.1284781808555737	-1.8625725476304842	
	0.656162258155214	-2.1167914858897143	
	0.31718248781427294	2.1270874614078243	
	0.29195711642980726	-3.5401151840011327	
	0.6134326410372235	-3.4215353897198497	
	-0.7693678087295384	-8.017385279091185	
	-0.2657642576087099	-4.65943636376077	
	1.2251792818181817	-4.6248482166334695	
	-3.230015045333647	-1.3771914401654386	
	-8.474972869529445	-2.479371577111192	
	1.6732190245505796	-1.9730351111005922	
	-5.648404957285917	-3.59838001783821	
	-0.7407624695477281	-0.1526973570815362	
	-3.560355162345192	0.7546168913155	
	-2.1013783469918215	-1.0280103026834673	
	-1.837795120781741	-4.883330765638164	
	-1.1714350307694612	-4.92916446745205	
	-1.7873883302652511	-4.757959158525307	
	-1.5810868614620635	-4.266941153590186	
	-1.453691748266934	-3.4184285447107805	
	-1.2479159719294244	-3.6914629783314035	
	-3.1000943107742143	-4.4303378168880005	
	-4.194965807862751	-4.88105666878588	
	-4.614671901734573	-2.026093420061802	
	-5.374188636459592	-3.827527846009529	
	-2.41072740041385	-3.282511719375732	
	-6.1616258944901725	-2.8370320710287578	
	-6.572317285963714	-1.8614083077493564	
	-6.807292945209901	-4.121325815764981	
	-3.3957408344797795	-3.2397528190813873	
	-3.7623237093621356	-3.647922198955309	
	-3.9493871400871896	-4.9524627279821445	
	-4.006888263160869	-4.334281249456641	
	-2.445417041897121	-3.246252399277035	
	-3.5680377861155366	-2.81671752579015	
	-3.584015538011156	-3.1353400654150345	
	-5.735918385367793	-7.901142821943648	
	-6.619583324452254	-6.907803822005709	
	-4.877474108955357	-1.1415940196661627	
	-5.151865114277727	2.1070202592052905	
	-3.8984090850270494	-3.5390046132826116	
	-1.181954432309625	-2.1090798930743007	
	-7.289925457091909	-4.676178485592379	
	-8.955831637234336	-7.693420623906343	
	-7.529298595062531	-7.319498335352964	
	-3.3643328926715435	-3.1674628362570214	
	-1.2850520471414457	-4.873268141503284	
	-1.3740375570901913	-3.1084439386081386	
	-0.13324233102058283	-4.183852852581596	
	-0.02432799707764975	-4.878593035099464	
	-4.408895554636317	-1.5693674513669964	
	-7.7731766271076115	-2.71620526154659	
	1.5773008137626872	-4.032013383873904	
	-3.3517341090727246	-1.349478054588003	
	-2.73302760718823	-4.515783895752585	
	-3.647373436186794	-2.8230287986938483	
	-2.9321630638360623	-1.870521779012722	
	1.4364379828888316	-2.4452009598974196	
	-2.8492999599247	1.544490332045374	
	-3.689893521825385	-1.9676931730290543	
	-4.019614893702201	-3.3102922008495193	
	-4.672143430838474	-2.8088477293326575	
	-5.804076748918402	-3.8801078841131535	
	-4.52192654256247	-3.4436319969647284	
	-5.349867498123957	-3.52668230677319	
	-3.6790444939149385	-4.144220744277022	
	-4.78753375449763	-3.1725035248972904	
	-3.9053639502593267	-3.3434227218077863	
	-2.5384588680761015	-3.2688723814775384	
	-2.6630082942228817	-2.782342433302424	
	-3.242237327048012	-1.9377845988702274	
	-3.0228769036846233	-1.4732340541898323	
	-4.170184854219621	-3.2480016338052944	
	-4.0138223906134	-3.3462832359627086	
	-3.707833617820856	-3.2558733572598557	
	-4.450033992351762	-4.6063070395134895	
	-3.742486276813174	-2.6048770802991834	
	-2.8949334540550726	-1.8095646582499822	
	-5.209225293571606	-2.135346086856393	
	-5.337987492518897	2.249534843049174	
	-4.398807825666665	-4.1481571902008625	
	-6.960305247302158	-3.0004784770114323	
	-7.34697829624672	-4.357121388352665	
	-7.428012368234017	-3.002802703159104	
	2.6373992630199345	-3.3855596411545306	
	-7.206324813624101	-4.119169370225572	
	-6.574442728503076	-4.078737960938545	
	-3.2924017068531573	-5.9869420587537014	
	-6.18932756391857	-7.053735188785333	
	-1.8621607608313737	-1.8454841900076766	
	-2.616449971837004	-1.8701129912614267	
	-1.9608503734746507	0.04910237974766275	
	-1.7657807468395854	-3.5302106927401837	
	-2.1505226863487454	-3.6153887016560513	
	-1.7935668197002848	-4.199337534170649	
	-2.789646049945218	-3.84223395868599	
	-2.6552442075767186	-0.7855468945119626	
	-2.1491077866094956	-2.6526391275036474	
	-1.7792787748929604	-1.5755852278361675	
	-1.4403222024762934	-2.364117478022478	
	-1.6049920568500742	-2.066968284938915	
	-1.301612587409289	-1.824767959542057	
	-2.652969382635646	-7.393563988025934	
	-2.0075853991396087	-3.434831797251688	
	-1.9787704561796853	-3.002229242561597	
	-1.366330723917443	-4.156651563913778	
	-0.9376461489468921	-5.5957909331471365	
	-0.892444690658589	-4.334451506346896	
	-0.46217317842228434	-2.5616858541862584	
	-1.1489542158353854	-4.965388048786073	
	-1.5902604150888386	-4.492783213045846	
	-1.0726162585732364	-3.5850262692512582	
	-1.9856361365827973	-2.9560900079073393	
	-5.291148504531067	-3.648938910791887	
	-5.021565356787681	-2.7030739580567222	
	-2.9454321032573607	-5.1288351296656725	
	-2.5645463533288195	-0.44684104565454286	
	-2.226344562408423	-0.6440015937114326	
	-1.8146662404548821	-7.1176240822853964	
	-1.7152087253640773	-3.6376299881993015	
	-1.2882055724967094	-1.6620012537414721	
	-1.8465785691367804	-5.05002916814183	
	-3.437961698743711	-2.079914066369523	
	-3.783962156493575	-3.634164152136186	
	-1.4834199921067062	-3.4210469928273977	
	-0.8315569263194864	-3.118237664400862	
	-3.220583262428208	1.387611792299785	
	-7.500353054671031	-3.169581103935519	
	-7.031414041458318	-1.8378363782137876	
	-7.205978638604	-3.107718720234987	
	-1.7951281023021655	-3.3116015412125925	
	-2.6332240289776765	-3.5261869097464387	
	-6.103004121308894	-1.0064183794425015	
	-3.7168206808586164	-4.27374074403243	
	-7.14821014100931	-3.5001705390099755	
	-2.4540948737073114	-5.19252109393629	
	-3.6304171562053167	-2.9545011119100577	
	-3.8703207992048005	-3.195034509765686	
	-3.098622942473061	-4.007407893289059	
	-3.156918544468176	-5.410296637744915	
	-3.0493255545952076	-1.2954785733629668	
	-2.6862851308602074	-1.9451709674007063	
	-2.4390033807029035	-3.801945246910851	
	-3.155578993166174	-1.0402491303010137	
	-2.764268039295392	0.09356288036794012	
	-2.5933762591645144	-1.492557483775059	
	-2.4554790043155004	-0.6649947488798457	
	-2.7564625222181847	-5.343260920141197	
	-2.03946456641657	-3.918938574973298	
	-2.3206266498017585	-6.953936244766514	
	-2.6840906704802205	-2.850329609528277	
	-4.394755255488054	-8.28408540859648	
	-2.445239066554124	-6.388676964180658	
	-6.974048402736305	-3.2773405799204434	
	-4.511313893237664	-3.1231520303509464	
	-4.793630839093924	-5.192281070079253	
	-6.454607242689991	-4.758672323454373	
	-5.475126555508354	-3.84732685531309	
	-4.558115426216793	-3.377605606779032	
	-6.8848009432415385	-3.134898350319709	
	-3.298581889376388	-3.106771385487266	
	-5.80169394330913	-6.046563398736926	
	-6.840615098499551	-3.6468266891582743	
	-7.300551847246059	-2.8487542316519003	
	-7.199491261906337	0.43126993089725985	
	-8.299993599344885	-1.0023303909277703	
	-2.9732318891819323	1.4920364672453232	
	-2.96617262476847	-3.9991923169072665	
	-2.349888385150834	-3.533057831329475	
	-3.1205319843592254	-7.9179353346042	
	-2.152714998616273	-2.9344635322066974	
	-5.813016765400318	-2.7996463144197534	
	1.5224819392946796	-4.919061655750664	
	-4.714949066135733	-5.29139679794568	
	-6.134365050263598	-1.8904415224308173	
	-5.384609016041902	-2.3690168206056286	
	-5.655681239265485	-6.664671517971944	
	-5.984479594298813	-3.488372468496363	
	-4.417546198328684	-6.804607647325799	
	-5.717293850332463	-3.702631537604493	
	-4.878513249737534	-2.087914295089251	
	2.083846568139919	-2.7876672389556876	
	-5.225565567090955	-2.673504069537077	
	-4.463023433903236	-2.7472404217623247	
	-4.738146586677656	-2.996731672531225	
	-4.002987739084614	-1.9251822190368229	
	-1.9132379695401744	-2.5419414309847923	
	-5.093078627225564	-4.529624111432118	
	-5.2103118081216016	-4.744533589805791	
	-4.290191322417301	-3.4390010337270707	
	-4.035450248554156	-5.409617619370165	
	-4.316457680911572	-2.3875474715676503	
	-3.362310005521862	-3.336503444494014	
	-3.171164375875525	-2.9663817742850167	
	-5.887303389765836	-3.7039178449251016	
	-5.010122289346749	-4.133281572201138	
	-3.7201688332320244	-5.5887160782780265	
	-3.514638301675952	-4.611919378718263	
	-4.261644087120364	-8.239521976471218	
	-3.344927394246747	-2.5326286908794895	
	-2.070642254501731	-3.1431516366292644	
	-3.524310764808967	-4.601644375539023	
	-5.2407283801847955	-5.298945336552811	
	-2.6511239174564887	-3.2860677432968406	
	-6.713545763896084	-4.43375570611873	
	-7.4940895635393945	-2.852483327840792	
	-6.913487518633532	-3.0086207049055016	
	-6.904465156882569	-2.614852614870494	
	-2.416904592512445	-7.506120541952237	
	-1.9953821182143565	-3.486382323045183	
	-2.468854630499087	-3.6145861924156883	
	-4.596717441704803	-3.6562651849345205	
	-5.626368936864574	-3.506155128694023	
	-7.996147497226038		
	-6.355261381616498		
	-4.887033568656992		
	-4.244381546565067		
	-2.783037370732552		
	-4.63472583224171		
	-3.9375212514338385		
	-4.6380340554134545		
	-3.917202596434296		
	-3.1011028790894897		
	-2.4338804291805625		
	-2.2162366091086527		
	-2.549527209305734		
	-1.891551819897759		
	-2.0072402689258944		
	-2.5952320006364507		
	-1.4645641081815803		
	-1.5404802485031446		
	-1.808111453255862		
	-1.6600189137435055		
	-2.3416943594722754		
	-2.533275790045032		
	-6.7276425028597275		
	-4.247624074454811		
	-4.004270922078224		
	-5.411081863589755		
	-1.6990867441337025		
	-2.94327775762546		
	-3.4212502138538654		
	-2.7624313870509636		
	-2.0991328056909238		
	-2.3339269758081085		
	-2.208634327716178		
	-2.6452680164456917		
	-2.6866659055807105		
	-2.6343343351373143		
	-2.5996981671041275		
	-2.2844509849789687		
	-3.734849270847715		
	-8.110464280794133		
	-8.150049020601031		
	-7.3261700778100165		
	-4.849136739546963		
	-1.9742227579325429		
	-7.011668022801428		
	-6.990009212562122		
	-7.16815077005813		
	-6.748135557700244		
	-6.49735475906328		
	-5.17909906385678		
	-3.539747695124176		
	-5.6884280646208785		
	-4.175335430006693		
	-3.7029537114716757		
	-4.855047302064606		
	-4.4131413134197395		
	-2.8500955337184024		
	-3.390858550003169		
	-3.3902503321309987		
	-3.7502376952542313		
	-4.498717115138028		
	-4.4030421180565895		
	-4.322606753964286		
	-5.349220444283929		
	-2.60288382586974		
	-4.40264995526212		
	-5.2130402418184465		
	-5.376970125291186		
	-3.374507675322418		
	-5.2279182789880085		
	-5.810667340894482		
	-6.637814587978798		
	-5.203771463654755		
	-5.308945586374869		
	-4.74693377310624		
	-8.002522881407002		
	-8.90645323677237		
	-2.5983468174269135		
	-1.1188350272644842		
	-1.8048943411316563		
	-1.8600747822352397		
	-1.0713893899565172		
	-1.439991405414504		
	-0.7345739062004675		
	-0.6314696523745729		
	0.30424233673995577		
	-0.6866287524030701		
	-0.8264861935147948		
	0.17182938382981605		
	-0.8676442668766696		
	0.07460339381233319		
	-7.272035296208633		
	-3.012920755691873		
	-2.569560562282906		
	-2.801219221702796		
	-1.2331453673025337		
	-1.9776307664725123		
	-2.750892085728481		
	-7.361189841608211		
	-4.764738598417029		
	-4.76498393822409		
	-5.300242282905331		
	-5.5847605375525236		
	-4.87477423208933		
	-4.967305100442081		
	-4.958647102333157		
	-5.78850947194205		
	-5.197828691505344		
	-5.43567951112105		
	-4.630704835215026		
	-3.9920455966042265		
	-3.56454379297028		
	-5.581845033446957		
	-2.9532273431599005		
	-6.91140549784409		
	-2.9385920735651156		
	-2.179468909764825		
	-2.528190324568451		
	-3.234184210073353		
	-7.197372323214707		
	-2.0722849467178173		
	-2.3250364815028393		
	-4.903002006986117		
	-5.720250592634385		
	-5.096626014468397		
	-6.349445997831989		
	-6.291459231113196		
	-4.944098028564062		
	-4.707346391336561		
	-3.691071618713604		
	-6.365199332914634		
	-5.181282919106159		
	-5.32624532082196		
	-5.036656094377208		
	-4.8815371426478436		
	-4.713476495702244		
	-5.185421686754387		
	-3.1747490623551458		
	-2.9064344154315265		
	-3.1219888270913256		
	-3.595330517479953		
	-3.8655887290664768		
	-3.5658006217406366		
	-3.557702296818449		
	-3.379762693607429		
	-3.568128559805347		
	-5.001586220419186		
	-8.032969071254948		
	-8.142348765035884		
	-7.936691896806117		
	-7.934193236772047		
	-7.808040422742844		
	-7.563973628965723		
	-7.860159839550355		
	-7.467754306824102		
	-8.157376579443753		
	-8.13824366608988		
	-6.350703509511169		
	-3.011398342148611		
	-2.442610497149239		
	-0.8101982082131467		
	-1.583478010187017		
	-0.6776333924707526		
	-0.9508069858731092		
	-1.306492970361477		
	-3.8116568096751706		
	-6.430493975641589		
	-3.320167638782309		
	-3.8642171944907395		
	-3.5469829403826405		
	-2.727410453737351		
	-5.739241075100978		
	-7.865148014261818		
	-8.187064756634294		
	-7.9150318569391604		
	-8.707316616484492		
	-0.5683584391337702		
	-1.2988189182461787		
	-3.831922831075289		
	-3.673181963385492		
	-2.681131351998748		
	-2.987376980644167		
	-2.587853671221306		
	-3.4150644298376265		
	-2.9254123611326652		
	-5.539063307857448		
	-4.722840769893658		
	-3.6459812208119864		
	-3.339028680501001		
	-3.2463062692465203		
	-3.9404763716336313		
	-5.674672169389763		
	-4.948351818273871		
	-7.50478229495446		
	-6.217945777645584		
	-4.563299143421991		
	-3.9392752276679492		
	-5.268747232631257		
	-3.833804918757855		
	-4.251397252423269		
	-3.8203350704642096		
	-4.928292239263005		
	-4.541878418452077		
	-5.61871396917383		
	-4.052103778337345		
	-3.506397750949273		
	-2.7340302933673026		
	-1.6385325608887698		
	-2.2436393502138046		
	-3.158735323681602		
	-6.865826804704906		
	-6.459639381682483		
	-4.280292595977536		
	-3.344435675768018		
	-3.979631646801139		
	-4.342763182646861		
	-7.959789734447264		
	-7.227414189407105		
	-6.395244849109359		
	-4.7227188645045475		
	-2.7372108731724634		
	-5.020016712237694		
	-3.674062864204196		
	-4.616933993321623		
	-5.42725108728882		
	-6.880986099378068		
	-6.969066540019298		
	-2.611548128400456		
	-5.496096887932545		
	-7.68107176487855		
	-6.949638340447229		
	1.6434153040594044		
	-7.446870267679327		
	-6.800689166420332		
	-7.933799849458649		
	-2.9327247559025147		
	-2.858216714685743		
	-2.577943578769576		
	-3.014662792912542		
	-3.316992431419343		
	-3.5766589183863116		
	-3.2287458813178147		
	-3.4572098486967535		
	-3.079465826036852		
	-2.904791199207489		
	-3.881424450785562		
	-5.041437318263078		
	-5.905615816561733		
	-2.926424325958301		
	-1.8732940405880882		
	-0.5697993105096483		
	-4.41082513762366		
	-4.673967108071508		
	-4.13524626094246		
	-4.15361134414925		
	-4.589339866007742		
	-3.3922128311796955		
	-4.234410941434295		
	-3.8785208885705447		
	-1.8292903858507559		
	-3.42254995982		
	-2.951306019672452		
	-2.672253963586836		
	-3.8920561503414772		
	-2.3950477623855324		
	-3.290913385486955		
	-2.2806994835960253		
	-1.964035513691961		
	-2.557522486982858		
	-4.839425480632464		
	-4.060182591305629		
	-3.442796306084103		
	-4.865959319649708		
	-5.014707565936735		
	-5.493286115434716		
	-3.9643333026801324		
	-3.163310570954169		
	-3.51983912806338		
	-3.8573581017627356		
	-1.2378978563265783		
	-2.1996463314759342		
	-2.595977582865491		
	-3.9144361120379556		
	-3.99240375778526		
	-3.127866264932808		
	-2.649285516371815		
	-2.7258659874860496		
	-2.5697832499724		
	-2.0805454981661606		
	-1.8305136445276837		
	-1.802803912752985		
	-2.1422259718335197		
	-1.946944286590176		
	-2.133796236791738		
	-2.034101227602281		
	-2.5416641964249314		
	-7.174553659419948		
	0.5584229664733771		
	2.4465804689420607		
	1.533578298344728		
	0.7680360769360082		
	0.3270428931028332		
	-0.04304528921728058		
	0.33461346643663414		
	0.9102406804081037		
	-6.451390558187591		
	-2.6369747419934617		
	-4.27101967920395		
	-3.6088499561040472		
	-4.8827603091665		
	-3.7027780567409865		
	-3.9230086399670423		
	-5.064569581634374		
	-3.2365054782615377		
	-4.595986305405543		
	-3.758947688119495		
	-4.5853162929218785		
	-6.5200774423386925		
	-6.079034670981492		
	-7.222199305485907		
	-2.6277075706140165		
	-2.7689510503893313		
	-3.0212127669672726		
	-3.0835508721274607		
	-2.6227673932920315		
	-2.9296106721086024		
	-2.425539982527813		
	-4.243729541543356		
	-7.071750396518703		
	-4.330343304464832		
	-4.5405079468217195		
	-6.298902172409474		
	-4.208188795481276		
	-5.2236017911134605		
	-4.227912331596262		
	-4.519746460919962		
	-4.054401884854913		
	-5.024037074838795		
	-3.327421502863503		
	-3.641965695087243		
	-7.033776988549785		
	-7.003840598824217		
	-5.475798281566014		
	-4.69623304332293		
	-2.616330539960842		
	-2.634907730885446		
	-2.1782342820653575		
	-2.8120600011430263		
	-3.868227210886882		
	-2.500421952989868		
	-2.387521049791341		
	-3.7092793019556356		
	-4.664631999659265		
	-4.159100629564221		
	-3.576454958947345		
	-5.395225723611568		
	-3.8013509614037972		
	-1.9809130074713683		
	-2.8693558531300707		
	-3.0114117202851096		
	-3.2789063249966257		
	-4.195622308994227		
	-4.068948160819838		
	2.9382010910587075		
	-3.641015976439248		
	-3.1197398435475447		
	-3.332030654626316		
	-3.0477362214969426		
	-3.3030069768765418		
	-2.063273499905828		
	-2.100063384238848		
	-2.501242618396323		
	-2.016071360203192		
	-1.7596050651951847		
	-6.50624971373399		
	-3.7028071744956264		
	-2.9665565585921088		
	-3.9683586348890265		
	-4.489716965168463		
	-3.880762298156378		
	-3.426001216423657		
	-6.982119357233263		
	-4.689522131856949		
	-2.3045976349649937		
	-3.047489891364937		
	-3.514653141571179		
	-3.3608419417699826		
	-4.051168339764629		
	-3.4604697225790666		
	-3.0799842118120795		
	-2.5905753900557476		
	-2.4517488413565185		
	-2.3619613905017762		
	-2.4345354022140233		
	-2.147723041290531		
	-1.9649194904337652		
	-2.5714973823266325		
	-1.418612113422429		
	-1.6225341547073817		
	-2.2210109810915513		
	-1.3179085803423445		
	-1.7869103264922919		
	-2.075246392801354		
	-2.180400478977925		
	-2.3526578572929404		
	-2.746213995690615		
	-2.281722992530948		
	-1.920830136735134		
	-1.7674055473139232		
	-2.107563896642754		
	-1.7732004943830648		
	-1.3499817921047057		
	-2.428162063702037		
