conditionA	skater_optimize_v0_5_DMSOrep1_database_sorted	skater_optimize_v0_5_DMSOrep2_database_sorted
F0F1T0C0J0_0J1_0	F0T0C0J0_0	F0T0F1T1C0J0_0J0_1J1_1	F0T0T1C0J0_0J0_1
-2.967532356804958	-3.1655314782896973	-3.789219852914721	-6.112700337612073
-2.8733705248850385	-4.047837032153421	-3.0263284833482644	-1.7909444675356396
-0.053263900509781914	-6.04267314543069	-2.5993046940867273	0.7208619928796235
-2.171218957649042	-6.347040539262389	-3.153934390922507	-2.372706947146451
-2.6565808067516015	-6.576239498945986	-1.9526486781638133	-4.460550718303036
-3.4207317864297537	-6.7284943862341215	-2.1282478039109223	-2.8384192655094305
-0.5394314611485194	-3.571396191961885	-4.416661926280642	-2.3523263006512094
-4.841898787422805	-2.8910524816202923	-4.937201872461539	-5.156184627559885
-2.5957900610088727	-3.1934730102182862	-0.841209293314289	-2.6961012113261553
-3.4368684291006257	-6.331673156708837	0.5940038532447104	2.228745315083791
-4.7641857072265275	-6.197356442926818	-0.5148473109314715	1.3225094386673029
1.4107454150756562	-6.280045925857797	-7.691804479734774	1.9858319206243016
0.4354957853274616	-6.179642757028118	-3.979065046111563	-2.3493199834517333
-5.060686148444979	-4.275263823900576	-5.353430311364961	-4.580294574461442
-3.0767847823155328	-5.935667187640281	-1.545918885514029	-3.1472915794154903
-3.4351969148381354	-5.634824395162567	-1.0192259360664526	-3.8521285787403534
-4.859333361895135	1.932945382781444	0.3581160233014093	-4.712008640823313
-2.558256476295437	-6.809793867521226	1.6730853229793958	-2.358757338686496
-2.696484586012779	-8.361862458520907	1.165727712297141	-4.2007482029036325
0.616209937883378	-7.282650422693334	1.9978634103433335	-2.307494241448059
-3.922481342740744	-3.77192582449758	-2.322206922646614	-2.7945379190048523
-2.392807481304797	-1.3751448421041832	-5.479365623635597	-2.753002914791797
-2.284535329475494	-0.8210980038598134	-0.4003765587417577	-2.5777756124473847
-6.121347409060715	-1.1056455252908914	0.2437056352767565	-3.019685092716442
-2.6635886321927487	-1.314795398738794	-1.7452681033397595	0.692787380506304
-1.376414027600288	-2.071042295142385	-0.4390121818962793	-5.151603041491684
-4.53478319500365	-1.0369402479495196	-5.538559953683178	-2.5123860570178107
-2.564789608112503	-1.6802410400045222	-4.8528298263613	-3.2706235177472456
-3.1009110111798415	-1.0841257826165873	-3.801832768550129	-3.14514577578606
-2.6938819786465102	-0.9182513487658321	-2.8160331012334363	-1.9822661889509507
0.10142955412801562	-1.104033581423915	-2.2751332311262367	-4.901806849656079
-2.32129705383714	-0.7287811210325439	-2.90416737544835	-2.3128425378472577
-4.08370742079554	-1.2579299582984045	-3.279938721596405	-2.4711086733554235
-1.9686782108191103	-0.5892866000111089	0.10071464297891057	-4.2836408261493215
-0.6516032611472311	-0.3909826458377335	-1.1216497491412885	-2.897397226192543
-3.7414921706662665	-0.9793036625511214	-0.4938043077351862	-9.06571160002075
1.342474245854415	-0.7374165068252568	-1.3435695304237592	-2.0426588798478
0.7324189541123954	-1.3645910612158447	-0.5687621669155104	-2.5754794506185177
-3.858943954696731	-1.2004865814285848	-3.981166454340673	-5.913097128133205
-3.2444868244794742	-1.9147630014893653	-4.82987803604044	-4.678851217046595
-3.7899633108430337	-1.6909262836049233	-3.6045028117131968	-2.7002442462059766
-2.933082811042096	-0.8350284098640551	-3.8736022225217686	-3.6211253071911234
-2.7260425669814143	-1.592612439672881	-4.5348634558299565	-5.806025946605789
-3.25526573005382	-2.2735872688050196	-6.94721330992549	-2.2628497526861096
	-4.485546633540866	-6.238713364802996	-4.099890084201288
	-5.631791743163446	-3.5183241054454992	-6.413196948587016
	-3.955601963511238	-3.988294842097129	0.7129883689717994
	-3.0966130564317647	-3.0696050900812817	-3.4871691540478564
	-3.1017566594161003	-2.604845046480135	-6.0271757341035554
	-2.922901961595853	-1.4442580425912763	-2.4441642165679287
	-3.201256328425329	-3.8522629668144694	-3.3819703858527954
	-2.4731375236592954	-3.9802815773781894	-1.2249207945903942
	-3.4835063208104344	-3.7777988514850516	2.7583618134123933
	-3.338389678964354	-5.220062907890693	-2.940905040174649
	-2.3312135222021957	-3.368107120185288	-1.73186747208298
	1.480912121342681	-1.1022711934775715	-8.11115622517873
	-4.274173352989615	-1.5143312325493257	-8.44646632466759
	-4.608997815240854	-1.1073428821116715	-5.721997167069579
	-4.58395585086256	-2.7236295943111064	-3.7593569263211477
	-4.531766621333009	-7.213727239533668	-2.6578204950503013
	-7.632805736837375	-2.199351448506969	0.019582366817883452
	-9.108444187459165	-1.8733416115469594	-2.1008058041263515
	-7.397718120038945	-2.3257313589777464	-3.802500926112685
	-7.952924241213785	-4.434970655872301	2.017206617052275
	-7.304462221835799	-2.9382155091003854	-2.825716314846601
	-7.535773390727094	-3.743114943981073	-8.119258875734143
	-7.607670793885864	-3.7713544125160734	-8.077005973221821
	-7.269461004752131	-4.259488582870625	-3.32129128559212
	-6.539579923109473	-4.30148349932205	-5.309302215280197
	-4.487682887807779	-3.4200676062728204	-2.953528497169776
	-6.010504033368036	-3.6303028152639087	-4.6424340329764995
	-6.5336399631262605	-2.9714025599425034	-3.44289365159612
	-6.139759584387472	-1.9837784102295837	-3.8185875019370688
	-6.614297292325608	-2.0793194920033162	0.6058451273266897
	-4.434120551434907	-1.228231024683095	-4.3859841354256
	-6.8443601780030425	-2.455918248952185	-4.661278718678724
	-6.912898930183884	-0.01593496359164722	-1.710196218233492
	-6.28016364951757	-2.5452766184322373	-1.3534244132021758
	-4.1589898038961435	0.19603602167865958	3.037721329701351
	-2.1936346938775446	-1.2784260991480871	-3.2440876294189387
	-2.5081079193710503	-0.6113431439280993	-4.371113326197558
	0.26017865183212513	-3.057928007765087	-4.27662492693079
	1.1618683388500204	-2.683325018972554	-8.046800867550186
	1.903614847151281	-4.51455635522559	-8.957186246915693
	1.661460028605617	-2.098533348765028	-8.315906750225263
	1.58358406865098	-2.2425841207012014	-3.3446994681230695
	2.149833272241744	-7.958364501090173	0.2167118732341956
	1.4611809401965679	-7.8362111090952995	-4.7604817083057025
	0.22520088031956184	-1.8235316884753916	-3.6933980406323044
	-0.1389124983112931	-0.22827327454475071	-3.3226221981472497
	-0.3466849534688401	-1.530495320595837	-6.40094033372511
	-0.24848914671022215	-0.0706152860558674	
	0.7295571208282362	1.4030260711369005	
	1.5791825622734585	1.803009995784192	
	1.2046603440595491	-0.596293808640942	
	0.9381050907780392	-2.4799952190609504	
	1.283841784944284	-2.168401598727471	
	1.2469735007291796	-2.0040133839985903	
	2.507553642437647	-4.829334682025686	
	0.8529336882863888	-3.1295199088848724	
	0.6637317152702217	1.0134372469202926	
	0.6988185501149385	-2.9168996685694095	
	-7.08440842899922	-4.187970084786813	
	0.5801840844432055	-3.5233823156416753	
	0.17875670257121531	-4.000832386582959	
	0.29224873689521863	-3.4673818144485504	
	-0.5119940858772714	-3.111476885417387	
	-1.8542017873175465	-3.779504609063324	
	-2.0408370170732577	-5.28363914025668	
	-7.409852816748226	-3.967953338280272	
	-6.289889334798712	-2.933347278044165	
	0.8361041372216089	-4.680689133574604	
	-1.0243727482658493	-6.550254098995148	
	0.19561217315110907	-0.060986362469105895	
	-0.4944728378346684	-4.065768857555901	
	-1.2330707568396597	-4.203285306844409	
	-1.1439321920359284	-1.7084412322166354	
	-1.149338173425958	0.7013356864183841	
	-0.7296086060867346	-4.754238579628754	
	-0.5842835118351308	-3.2153774236181905	
	-2.1244275112591757	-7.2039873495989175	
	-0.6642892328614816	-3.2690037994512022	
	-0.45923073733888936	-2.7701906144224915	
	-0.5463739099668121	-3.858303545658392	
	-0.3729404626232437	-4.559361562477767	
	-0.35754702282037204	-2.9874513491692927	
	-0.4351048465633472	-2.721154057246325	
	0.45717925707435575	-1.613599576599388	
	-0.47995497596018216	-4.428039386806674	
	-0.0987117693140556	-2.7194712147069335	
	-0.16920194160895388	-4.513861069451487	
	0.1450252422365664	-0.5416557962092574	
	0.1445815689449293	-7.402022106413399	
	0.5773152207700272	-1.8638690007563432	
	0.6172796731349044	-3.15396842033027	
	0.2850381698776669	-4.049658802447022	
	1.1243049722812017	-3.2195420690391807	
	0.43350859551210247	-2.7099012124617885	
	-0.5537797717569833	0.30473046663139186	
	-1.0804341386722245	-2.5101529384864043	
	-0.8394644096988747	-3.573753711912612	
	-0.7377316281199161	-3.215385463544188	
	-1.0695533119858551	-0.9805955497740975	
	2.156926445973665	-2.929178697711429	
	-0.8503556202961071	-2.7099956077456984	
	0.08632181242245685	-1.7051234481194177	
	-0.38947851431484315	-0.22839242581941255	
	-0.6729036295664058	-1.543696385080796	
	-0.5000546421244206	-2.4420255396057238	
	-0.6072726352786112	-3.7232570401442806	
	-0.6144275994241829	-2.199533672440394	
	-1.5791673081984237	-2.353752535147125	
	-1.9258672737426177	-2.421365552587892	
	-1.7757546997888907	-3.6554468909206603	
	-2.6508068595556287	-4.230291893043612	
	-2.789269517886982	-3.273357784038823	
	-2.146722886103616	-2.392686258842456	
	-1.801860434596664	-2.8290699505763612	
	-2.089000310749798	-4.177478349298754	
	-2.11496611302243	-2.5605960091718103	
	2.267263263265247	-5.28317166205108	
	-3.172802077517485	-3.9063998021123654	
	-1.6158838639231619	-3.5964094119141925	
	-1.6520010601224304	-1.5461885123097834	
	-0.807970001916993	-2.30054075977291	
	-1.9201474691467857	-1.5324805251379827	
	0.5630458350479726	-2.154900367556577	
	0.6533856762061224	-1.190094999377881	
	0.4209727838681173	-2.520856996687635	
	0.7599185344106977	-3.0982267950087476	
	1.302599811714867	-0.9178676535458549	
	2.710811942786841	-1.5911192638760212	
	0.8409787856235019	-3.860205722302464	
	0.8554396147843125	-3.1134301876764674	
	2.379428275658047	-3.5608803112290652	
	0.02004769287365532	-0.44556340672683686	
	0.06287188408510341	-1.2519321267651355	
	2.462969748649954	-0.3598094460893648	
	-3.026987452352163	-1.1234465138088647	
	-7.67203125151663	-2.8454162725048215	
	-3.2193169904380885	-3.9014165885497394	
	-2.5402242740593883	-2.10140311072821	
	-3.4028260338518894	-1.7293682038569131	
	-5.347003251850316	1.3396163029827826	
	-5.469733608024765	-4.445030474397947	
	-3.8344705585663075	1.9224281283018867	
	-3.592400556862826	-2.492629745777257	
	-4.3108160807310245	-3.1513299928039054	
	-2.269867005437169	-2.833099490658043	
	-4.097006168664734	-3.219498394326028	
	-2.4594171917590226	-4.737712141524264	
	-3.1690048555015786	-2.660712080843015	
	-2.2911188477651043	-2.0381781527554033	
	-4.018286436521575	-0.7586527960413091	
	-4.514797921002397	-0.8747919570505152	
	-3.3381336761090212	0.31889524969830446	
	-7.472792870243931	2.0109301862333298	
	-7.349257200931638	-0.10107812050597118	
	-7.783338283202973	-1.113562073157408	
	1.7232667864868207	-1.660698259850312	
	-0.13022403984155906	-2.595432528734653	
	-7.525939108826529	-1.9852790801593598	
	0.2916271312863537	-2.270674337299673	
	-0.36463842808659175	-0.04222355020904941	
	0.029377966181283723	-3.7165560847616144	
	0.7720093534829228	-1.2368230153418085	
	2.7186345204144535	-3.4955557415415344	
	1.5893008876725008	-1.840412145335988	
	-5.165940591143719	-3.0096637256212775	
	-3.214017712881141	-1.2400226819447306	
	-2.9316417669972563	1.0637648815724479	
	-3.8899308050466397	-3.0990889194663125	
	-3.8184847098167682	1.290471588540645	
	-4.919136076704608	-1.3047473168965809	
	-5.999113880354966	-1.664589921164435	
	-6.539620186613696	-1.3572078727292416	
	-4.331856179927001	-2.4141260040151757	
	-4.579877029625458	-2.9948230992634812	
	-3.6552423899177096	-1.8158136663371516	
	-3.0267705060385013	-3.6104886945188226	
	-3.0889665521906835	-6.659104260578703	
	-7.501283296346394	-2.2219058342757254	
	-3.5942921569511497	-1.0101256599694695	
	-8.056881091243138	-2.137400230482862	
	-6.762709232608844	-1.9770939179993665	
	-6.984872429129068	-2.8487646245478007	
	-7.0028531230964735	-1.3933284750173505	
	-3.9090382021605015	1.6409015276037666	
	-3.88941331992628	-5.196274348507751	
	-2.823375952598063	-4.084415771201588	
	-3.504002823900444	-7.65079489988973	
	-2.7284261176134144	-2.077579864269162	
	-2.7311296897261985	-2.2229292037393766	
	-2.8363348521376177	-2.184018050723818	
	-3.2657351180850553	-2.228134699624792	
	-2.373312297263791	-2.1260325025375177	
	-2.2673435284862453	-2.240029497317002	
	-2.7300237231386824	-1.0550381335276806	
	-2.482230473017378	-1.821128590763624	
	-2.4254702288935635	-0.8913979324979533	
	-3.1061221616027646	-0.21880733400097602	
	-2.545129253205656	-0.33475550851463814	
	-3.3503061892044914	-4.535050748457501	
	-3.7670553978633357	-4.4880956253804145	
	-3.180972793383771	-5.404846218758312	
	-2.9738843829807986	-1.3050235564722004	
	1.7317975597937836	-1.5368546843611874	
	-4.248549304711256	-4.031372757348449	
	-3.7210789054591795	-3.853975687628572	
	-3.576114230288183	-4.118496376419723	
	-3.0225017193761246	-4.364512677104784	
	-2.252655570310826	-4.66866258291839	
	-3.5981851947588996	-3.083135122198617	
	-4.320092712073771	-1.9571819893705873	
	-3.878855127114169	-3.424924716803447	
	-6.643522965706177	-1.5982057242020309	
	-7.219447867692109	-2.515096760029733	
	-7.330237665716096	-2.691345559298435	
	-7.5150705349221525	-3.337940372622226	
	-8.61178356585759	-5.817910633473365	
	-0.7427322548814183	-4.553998765830242	
	-2.230248568624263	-2.619465583363109	
	-1.6487878059658547	1.037417366399396	
	-2.0106604101876613	-2.2763942595674833	
	-1.8825788959431422	0.3787446551698024	
	-1.7016208670725066	1.8187830863352177	
	-1.6634492383868107	-4.422245096288975	
	-1.697895065855752	-2.7143681519566294	
	-2.5130117854270297	2.0351822366965053	
	-2.426226072959889	-0.18777945600649174	
	-6.47096613274405	2.2701238843970413	
	-1.2429084618525243	-2.325864805080793	
	-1.541237947212968	-2.9902951009253034	
	-1.5012569127259834	-1.9307762908548622	
	-0.8117586099523091	-3.901871544017457	
	-3.6927132447768254	-3.547720864865224	
	2.0629264117817554	-4.9719446518730415	
	-2.8413393076744087	-5.384694903778789	
	-3.6416217437100387	-8.119904884051328	
	-3.957436343715772	-3.636450759217254	
	-3.7997899657711005	-2.4069541643188006	
	-6.71525619093182	-1.5293334088124928	
	-6.924597384960131	-0.6470697626677893	
	-6.865976568521921	-2.7425171726383915	
	-6.846645607388751	-7.841171609433535	
	-1.4843468837178029	-6.751331490028992	
	-2.681496423097807	-4.124581009666408	
	-2.2556339270994363	-4.292038491110818	
	-4.327296963131868	-4.1975468855668066	
	-0.4146272551431664	-3.1516241953074204	
	-3.6298473280391246	-3.823393312486267	
	-3.0676618094140804	-3.2095622391114573	
	-3.600402314419303	-0.8429679349734971	
	-2.680705783695391	-5.116715773623577	
	-2.936215449019018	-1.7096322197822384	
	-4.025422525065755	-1.7423738022883337	
	-2.6718253056333925	-2.795653613650042	
	-3.1091514710585657	-3.931539951694905	
	-1.361850148119344	-3.2691873874560695	
	-0.9306863617358949	-3.0614567481396198	
	-7.106169492264827	-1.2853104753916165	
	-7.1668970212945915	-2.5951796935422817	
	-6.5924813036027485	-5.813314870333188	
	-7.637905819158868	-2.314108278494034	
	-2.9453154196926232	-2.6742543955385716	
	-5.559472117666781	-2.717918466733486	
	-0.3705669698196468	-2.833387892971682	
	0.7540998963216022	1.8706566816505326	
	0.28527318436629595	0.8156451027928892	
	-2.4137446929749053	0.6329475183729051	
	-0.8873652486692368	-6.959929820758689	
	-2.183735848674808	-4.928061637340169	
	-1.8563479773981895	-4.782287845257192	
	-2.363211602992131	-6.3505598729497095	
	-2.408646111701192	-2.8497106916117128	
	-1.1078048441636292	-5.010243636726147	
	-1.287157738939609	-2.2242903322505114	
	-1.830016009566449	1.7543973300534084	
	-2.4628928252453735	-4.604551070673618	
	-2.472965707284178	-4.3071703318537296	
	-2.2216501052950175	-3.5394172028942266	
	-2.324129884116042	-5.865481481676704	
	-2.303026911578687	-3.6860929242340994	
	-2.127655042944715	-3.012334529393709	
	-2.1351106355302503	-4.897347780506982	
	-2.1683497174524233	0.2714137233090298	
	-1.4790819770395607	0.772161417403557	
	-1.5505647481967313	-0.19981202251139202	
	-8.110896956416417	-1.021590545072549	
	-7.628651242538251	-2.5744960078301715	
	-7.781029518419189	-5.44241992863142	
	-8.059836557850973	-5.684557119873638	
	-7.7421624897493455	-5.062439860087156	
	-3.7171555261223537	1.569578584287938	
	-3.568765162747806	-0.2759522501809469	
	-3.4869920189948176	1.5143369121724435	
	-3.22273255273915	-0.4899556227560552	
	-2.9714421631028256	-4.367438435309118	
	-2.8575473501099062	-4.95907335176715	
	-2.037538337266358	-6.844006281016073	
	-2.388140201435997	-3.4345213639594854	
	-2.7005536955514895	-6.84226210006368	
	-0.8830144723454185	-4.093266993768452	
	0.44590146859514207	-4.703881184794719	
	0.598793947930046	-3.5259882999893226	
	0.7301616952454902	-4.860225626233211	
	-0.2173138268657375	-2.859990986828623	
	0.1512360250103865	-5.010534261022754	
	0.7493926728062051	1.9843815435653205	
	-0.030981796424045405	-2.4023820640732834	
	-0.25744010752141233	-2.8037555635748745	
	-0.6177223136757978	-2.935900774947944	
	-0.6816831586650164	-3.1602835150161774	
	-1.1180582219339577	-4.2209114377541015	
	-1.0404894790824533	-0.8811632202530757	
	-1.550792574770851	-2.506863437686855	
	-1.3319426156294687	-3.3631425719108874	
	-1.621173237789724	-2.7814603450133255	
	-2.30895545182692	-0.613546599315973	
	-0.8893895350414162	2.6069490959593065	
	-0.9689958807234264	1.490254345906189	
	-0.6546717582147752	-5.848293278097494	
	-0.4685022551515507	-3.9717024394909455	
	-0.6064399216247549	-0.8992402863075568	
	-0.5750005402752751	-4.880933387132904	
	-0.9615764612964347	-2.924349630554266	
	-0.21237195740813203	-6.354595376291671	
	-0.3776758957200694	-7.622896779220109	
	-0.009487996988342729	-3.2719663119302447	
	0.07916235212489132	-2.6811220991789217	
	-0.5309673932040495	-2.0891906010400287	
	-6.806411015857426	-1.831496593044791	
	-2.549003643124603	-3.986819910697173	
	-2.3903963112932387	-3.9803407800005064	
	-2.530097357308697	-1.8006979119588225	
	-4.720874398265969	-5.5963771293132245	
	-4.757932419257519	-4.717856771218502	
	-6.071807651616901	-6.152942112545675	
	-4.531529705047957	-1.5374743663613337	
	-3.7617286903396936	-2.5545529650848326	
	-2.755512324399952	-3.0473920867068967	
	-3.395574120647595	-2.548421187941691	
	-1.2291286778091826	-2.967267754385307	
	-3.5693319149236324	-1.712842165106747	
	-2.945543239236408	-2.770171422577366	
	-3.42792758910131	-4.039495406996369	
	-3.0593626411507016	-3.912815269266184	
	-2.719309689035113	-6.724485594607592	
	-2.20485813385264	-6.009564966399709	
	-2.0601325340440644	-0.8107750944478209	
	-2.034780900824681	-2.961333455055266	
	-1.8573068730544704	-1.7828636049899569	
	-4.154881093082316	-0.7138877060448451	
	-3.5701935992330065	-0.388129817129247	
	0.8885301282292823	-7.211138320553287	
	-3.2438962736950825	-1.013871623987903	
	-0.7543814303960846	-3.2951159983837064	
	-1.2602400166948675	-2.996461084990514	
	-0.36415090232533076	-2.532186325604591	
	-0.5580024261637695	-2.4583463988817713	
	-0.8948905310741958	-2.8366403914467795	
	-0.16453507487083108	-1.5369781808192038	
	-0.878658288376234	-3.5147801113592836	
	-0.8918328740337034		
	-2.9436776785692684		
	-2.7969763013876694		
	-2.9652659092717677		
	-6.916973542234545		
	-2.031314961579286		
	-2.1616016243120058		
	-3.2983412979648015		
	-2.822191888679166		
	-7.603937336992118		
	-7.7488824783494215		
	-7.505147863104164		
	-2.3117462214080104		
	-1.813692152630129		
	-2.496557632637274		
	-1.7251336519350282		
	-1.6589592856040314		
	-2.189680296588923		
	-2.5054963200468237		
	-2.182373468290773		
	-1.8878016454473021		
	-1.8601402507833247		
	1.1720105920543944		
	-8.25781562190641		
	1.7894621768153456		
	1.6115335988806139		
	1.163553476368534		
	2.366583799230242		
	1.943640072036387		
	0.8364412503550497		
	0.08377841953061613		
	2.02743364390973		
	-0.8247194082572059		
	-1.2140695223380964		
	-0.7723513285957737		
	-0.5017358546320148		
	-1.664672249802758		
	-1.604871375594421		
	-0.8765443636668208		
	-1.1949123019161256		
	-0.5819838877104621		
	-0.6411457944434634		
	-0.7203730027266276		
	0.5772523703539532		
	-0.17033875356983416		
	-0.6315076468528873		
	1.7484569392624052		
	0.5001901798419823		
	0.9056628207394215		
	-0.19950053910413001		
	0.7017974319407322		
	-3.7202905233288694		
	-4.167316371794903		
	-3.2350770860519997		
	-3.827517604978246		
	-6.462509976158508		
	-6.1423406124661755		
	-1.4435278132311768		
	-1.8435922509398115		
	-1.4814876220405941		
	-0.3235075380285542		
	-0.27521685802560913		
	1.5458053155889122		
	-1.7557895225927607		
	-1.0160360563138922		
	-1.4819731417608524		
	-4.766365169749645		
	-3.958678505888646		
	-3.9655442311630864		
	-4.2876616606934554		
	-4.162852586555124		
	-3.1617268524851543		
	-4.929327107352873		
	-5.590202640938144		
	-5.573927223743718		
	-4.434391906494883		
	-4.959391999386096		
	-5.102031632822702		
	-4.906020191769291		
	-4.439970659724096		
	-3.1707628734408377		
	-5.689887005387899		
	-5.44579270873508		
	-6.590717042594476		
	-5.356756289241934		
	-5.073534134839331		
	-4.121540507665283		
	-4.458263941133158		
	-3.9039800109480955		
	-3.58213614608185		
	-3.1698297145816756		
	-3.9580146905161695		
	-2.438272091346878		
	-2.4432184456208477		
	-2.351954311133601		
	-3.026581219104625		
	-3.3097871088783988		
	0.1730538573563256		
	-2.1712066115909803		
	-1.3052784566756133		
	-2.2739360997562064		
	-1.9688617448984216		
	-1.8013147569284647		
	-1.3814117564342039		
	-3.272388909841708		
	-3.9680652068310014		
	-1.9626037201356583		
	-1.9296051761379625		
	-0.36611501077976516		
	-1.1104532537478125		
	-0.4612036145851352		
	-0.7902422188444871		
	-2.5809142128406592		
	-4.35540903081077		
	-2.8694697148165775		
	-6.010923556804009		
	-2.8778017424919278		
	1.424414739913498		
	-0.33717106261644914		
	-1.2639251121132722		
	-7.366466490963861		
	-7.710780649362648		
	-7.838251699980526		
	-7.808439774848112		
	-6.937990612630375		
	-6.910612930107968		
	-4.386309942205535		
	-3.3067031618101987		
	-3.268646426177329		
	-2.6339536904010967		
	-2.716575998908103		
	-2.7578426413999066		
