first	internal	last	penultimate	second
-7.770902960078224	-6.010638900102987	-7.139549029661648	-4.460102916526317	-1.9473615278346288
-2.856538660640264	-6.802957141518996	-3.709307607687648	-6.22409079943714	-2.2083809402209402
-3.8669331519485644	-2.429847986254522	-8.365852404975286	-7.601183839142264	-2.147195716519676
-0.2064653044899704	-1.9532994132583776	0.1344181055638544	-1.6139483922838658	-0.5007669022207097
-3.6076007993401475	-4.177249950138196	-8.55359892550538	-8.450172745170045	-4.88214540541138
2.807657856209218	-2.0571394770165474	-3.103965357895718	-5.591704651623929	-2.7060033654747127
-3.676676513013149	-3.2620329460640054	-0.35399590973286366	-0.36839278330792347	1.8444660013660956
-2.240929409193099	-5.584016403060448	-7.495268243464178	2.710305018656194	-6.22409079943714
1.2413093693558275	-3.0239619697997933	-6.049288531807328	-8.356218416800274	-3.059915960137965
-4.193075147600148	-5.566729431618354	-5.303009112724311	-6.864926025732445	-3.685340129413016
-3.575494929726923	-1.4123700192041022	-6.637594076589883	-6.687064991039998	-3.239702395759846
-4.1039355886398985	-4.861124732151876	-6.804115844111319	-6.915111946596432	-5.182490034309026
-3.4977810294127893	-3.3929855452649855	-6.3201633159818105	-6.455341322717511	-4.570392390733877
-7.666082445297343	-3.1518363916495766	-2.54665837314536	-6.6473719899709405	-0.837712609457054
-0.753791380271777	-4.1394442723333436	-6.675929167556143	-2.932559529651321	-0.6766991127792308
-1.8183249385851032	-4.404378713565174	-3.034774989242452	-6.25700110799166	-2.0840095588297425
-2.3038352109428875	-3.1086616996716523	-7.826920678482135	-2.9435607483516777	-2.6567536548733384
1.1665290714311873	-4.802833107517784	-3.15260594531107	-1.0824139580099799	1.9222549460147946
-2.9669795114597535	-6.5679539474418505	-8.779454882890851	-2.241209041569962	-8.452935441119488
-3.6086545940561585	-6.485389894649929	-3.90284662369176	-3.5285981676752978	-3.1365816476800124
-3.8078553354744873	-2.22742175620587	-3.4781516280383946	-6.360017367410547	-4.235353548280692
