first	internal	last	penultimate	second
-0.915043173686214	-1.4145336058194942	0.20108176787724846	-0.42483485107915336	-0.27070914624529074
-0.551636063866628	1.5567776312990849	0.1547905710313106	0.3695837371184109	-2.8423250063046432
-5.056303972695955	2.131635576085168	-8.544262040169926	-8.060575890027465	-4.521945600714176
-2.7905591117875224	1.4930990466719296	-5.464134960834404	-5.117561974616187	-2.7848706327530732
-3.768007334986093	2.726898773677731	-6.978827322137686	-3.7335245453875268	-5.111833535332891
-4.477429955428776	-0.20393390684294568	1.745327699458643	1.0856218065711098	-3.0127751956523516
-3.574100756445469	1.013262144572765	-3.337484570723791	-7.842253823130906	-3.5135348061674754
-2.496297122852922	0.4424817595538959	-3.4365239746706813	-5.472079315761395	-0.8506053475306385
2.016353683577835	-4.8545317426010905	0.5917751466753886	-5.97878182919197	-7.118222255899476
-6.77287999574232	2.924795404896563	-5.333393910641557	1.3818758357466283	-3.2418571786123533
-2.877579070823145	-0.22667033713103082	-6.0902499330888515	-6.563212169000301	-0.5553011327361805
-7.195885627678069	0.02038485375413735	-6.418988579472636	-3.4340612967747663	-0.39340427159691616
-0.5079643020944455	-0.15651455452426635	3.1215608687138507	-4.655465979160045	0.16905270878702883
-1.3567718077692497	-0.6144717739932062	-5.507205419614605	-6.3536205400445045	-0.8134538042184314
-0.13441052955927804	-0.4984803464238717	-3.649640352981113	-6.514494032872477	-2.416176716234583
-2.00615321344008	0.42278198164542563	-4.609031261670996	-0.608903201249621	2.7671420313528183
2.0270514027191076	-0.9717335626369252	-6.989519642836662	-0.22812287067506173	-8.546471927537327
-4.382496883406043	-1.0802617772267267	-0.5400438603458765	0.34729147075536965	-0.6071572570797917
-1.4725812972002048	-1.7098634560775114	-1.499418191406333	-2.828239775839753	-4.33468291330609
-8.942159876779545	-3.0327900677792887	-3.2136913694631084	1.8079195236230818	-2.1712384516400416
1.6024046180026856	-0.28950805989074707	1.286514514760947	-2.20079993596156	-2.9404342870155213
-3.1616790837552986	-5.149696626061881	-3.418212611420174	-6.975904133217989	-3.1173366063362806
-3.0797585386398847	-5.002795764773541	-6.437775651563364	-4.103774349178464	-2.659248612173768
-1.9035276286943048	-2.959486260761718	-9.10680071618088	2.4696151200123357	-4.027976176373698
-5.2445538235160925	-2.272673731489171	-3.383068726954692	-2.4964110900954113	-2.8373980783161215
-3.247737811518337	-2.4206112845340932	-8.325570589091654	-4.330505840722488	-1.169274132146454
-2.2113577170398675	-4.710808606760393	-4.371161094294225	-0.5081161265044083	-0.28037494553518105
0.6791985705669219	-3.469615975196043	-5.933833362583367	-1.6940318130034122	-1.3623804804955597
-2.0715182455296515	-4.418602857297964	-1.0661524450051398	-1.6403483969459316	-2.1367656297042226
-1.5781847953857688	-6.9692165683520315	-3.068543859087288	-3.275967971512231	-1.1361408207121173
-2.561792328502409	-6.632976117627205	-7.827605475390697	2.2863696098932507	-1.616843724712143
-1.3732711852044999	-5.85298408405093	-7.529438521451514	3.1823029715474744	-1.9852847923665509
-1.5423783935861752	-7.048197860795013	0.620530109059028	-0.4032937992878363	-5.1999737553138266
-2.305981002201931	-4.947399363674501	-0.019720193504514517	-2.773659177823714	-1.8718544399085835
-5.130501887647622	-4.014175509752714	-5.151131327882949	-7.771621568706136	-3.198328108995563
-0.7865967225646121	-3.307358556179499	-0.9623675685457329	-2.516297192598292	-3.373971745282358
-2.213644525564576	-1.143076440037682	-8.392618227197827	-6.856534063049157	-0.15027289730616752
-8.120274161578514	2.7080790574324727	-5.3236141475416625	1.978276184008581	-0.288683073426014
0.6357636764935176	-0.4194511963543444	-6.635211543797582	1.0396788645216977	-1.7659402006384608
0.03186096194705354	-0.37506625670723404	-2.720583382196504	-2.5385217314268695	-1.8477984053738918
0.5143899389239661	-0.27822313628234846	-7.715356243231631	-2.745212481921692	-2.246327010063334
-2.367069227715357	-3.078978103636051	2.8816156803952944	-0.8503166043202182	-0.9874427679899734
-0.9473531818270627	-3.867785900081476	-7.539613475951624	-6.771295313846951	-8.267672512019997
-0.40966529970337107	-1.9908420460557787	-3.4297920161987334	-3.9283207925417263	-1.2777368414576882
-8.702371221076715	-2.479858397098124	-6.943034762831289	-7.226480534871568	-2.6690515800777397
