first	internal	last	penultimate	second
-3.6087478717338355	-3.1242388060908644	-6.6585175252554025	-6.73111742847975	0.7875411222762247
-2.8346269821857697	-7.204341557602319	-8.1838832685965	-3.90995524723186	-2.1726036859919127
-2.9086048139883	-3.6869743138880837	-6.921533567573868	-7.208519897746984	-6.396548408974501
-3.4693459034979703	-3.5581375174869967	-6.838591804050167	-7.070345932277235	-2.058749426762474
-1.528772992878898	0.20929115079696953	-6.653243987455622	-3.22704346487593	-1.8306906797964733
-4.141293899553284	-1.699934863221239	-4.00970439314818	1.4288713280352427	-4.346746963670358
-4.151785102664427	-2.364778680293878	-5.383294517081029	2.2969976744166543	-2.9093633287486163
-3.1257995106773095	-1.5209888610375777	-7.396969006663683	-7.484655872305555	-6.472931266370301
-3.04736226953244	-3.0738183577893374	-6.266832419126673	-7.220615807630025	-2.425842287254055
-1.9791799411153943	-1.5800297127916234	-2.6972376059908196	-6.274350620575913	-2.597644545654947
-2.3295439506571944	-2.2756605632232603	-6.548404308689064	-3.1902069237314334	-2.025658653923594
-6.114305071186426	-2.380010496133741	-4.9875291541911615	-8.894639457219979	-7.722752006512656
-6.94945199774837	-1.9083448435626948	-4.232077448852657	-5.441764502395456	-7.409506933482145
-0.9721552059523849	-2.7645327099157324	-6.4657088599439465	-3.641276074166706	-0.47078073903636714
0.5811680361658148	-1.2346621525136556	-3.220372139899299	-6.32652896437489	0.08203489889889042
-1.0875279443329589	-2.8067000871453205	-6.704915546046408	1.0227299949943947	0.16336991447477647
-0.5835061140813688	-6.984413827757489	-0.4323611014531962	-6.390931946859575	-0.8522087933715844
-2.118438741638842	-6.480615104611181	-2.8578976818946074	0.7737685131717221	-2.187687437333808
2.8264203550282865	-6.626703924388881	-1.3034933198243046	-0.8578323150314602	-8.181209110990638
-3.597663757498338	-6.725963151258417	-2.7302582512749667	-0.5846480274785806	-4.746065902030605
2.3071895134890084	-6.356206597679719	-8.165433101362979	0.7080371084503851	-3.2794518482463917
-8.354035886090434	-3.5450374733288044	-6.635168522151768	-4.777541628397677	-2.445660664053288
-2.6356920393455088	-7.210163865884591	-3.2456837044041738	-5.43309952862288	1.627578824361731
-1.1868463957817372	-6.497253098499215	-6.544385919881491	-2.9875886549804354	-3.5708157708148196
