first	internal	last	penultimate	second
-3.406630547117414	-3.9450243075633558	-2.071087761325717	-5.642601590760623	0.4918120590870903
-1.1557396993806124	-7.30063258936374	-2.363085419644122	-0.9492433938082933	-0.8384012079435126
-4.5799598388288825	-0.9089433873725222	-7.847085688113804	-6.334214316352564	-3.164535074870831
-3.9276488421459934	-0.7058574597079256	-2.189825099890759	-3.146460979194517	-3.41241763698277
-1.706549466394084	-0.8256012520003855	-1.9260262529335441	-4.002280104853597	-1.4179527631320135
1.9458586174138655	0.18712161952568282	-6.116655707214261	-1.9172756137421971	-5.5090635434037845
-1.2593642453601408	-0.6112197264654091	-0.9601064072597225	2.78859801881431	-4.348209562514261
-3.5586695094462897	-1.8593417373980885	-4.3839720995622695	-3.557439257140815	-3.3427690373839547
-4.442162740257919	-1.4379788975936814	-3.6881788524140897	1.9531870016556228	-5.181233189819003
-4.309593990129649	-2.135649409867215	-7.239567760498748	-6.802958752420326	-3.141652905275483
-3.923091799860873	0.3764570950111643	-5.976073036971452	-6.221375583580047	-3.5654752098003644
-4.138994309162336	-0.9257274961688956	-2.2236500375964954	-2.3463786108151123	-5.7369117345567195
-4.186264524345324	-0.6642172141681179	-1.0149047470119337	-8.19801085558675	-4.216169571556847
-4.712971279152248	-1.2260509218158508	-4.891557172798382	-5.260812751131254	-7.815273348607358
-2.9609683203298287	-0.5350557655586903	-6.166572613686417	-3.5970543427757464	-2.8001536785950125
-6.747754877793899	-0.5620649385647404	-6.74651506953671	-6.711628679536086	-1.3678248646025155
-1.2743268905811855	-0.23528527688305095	-0.25497612937063513	-1.1645803510091366	-7.291956532888635
-2.703435697658733	-1.4511925147114313	-2.648624956209086	-1.9099595845272292	0.11207288272979828
3.010695708921987	-2.703962026320065	2.126246041089778	0.7598972353976142	-2.850241176425279
-3.263861018317638	-5.3167494691189745	-2.3192111746289017	-2.923391652962333	-8.91778531208527
-2.6545173266600366	-1.765258352470832	-3.3831439864038213	-1.1208965277875043	-7.889529630987952
-1.5495187631821363	-5.4639184451359615	2.69981145413743	1.9331231423022173	-0.6767590730579288
-1.480111930401638	-4.787822654332705	-8.593010445798567	-3.3547624391634647	-8.450293849444854
-4.9230655383239075	-2.2075743974337887	-6.490764272553077	-7.211317897172497	-4.926053664909598
-2.9500570306098597	-3.056731267902948	-7.407972310464081	-7.231794430437626	0.8272906170006795
-1.5155999125710196	-5.762559631874911	-9.015838545531848	-4.52032241748373	-4.852337979555355
-3.831908449908352	-2.842904534906848	-3.041577483884193	-7.558532158551449	-2.4208584787631957
-5.746577034651571	-2.9669231105793124	-7.072255095979502	-3.641704572671355	-3.394294042147185
-4.516889939278607	-3.2575970486413786	-7.333658018722295	-3.4946147117230626	-3.465404460109613
-4.01950024265755	-3.7441024367825726	-4.0499503081237895	-0.9395900852882046	-3.6400435004653464
-1.3119217193359112	2.7636006634896852	-7.055441126256095	-3.598137148267958	-0.5567179914322822
-4.749892172565144	-4.189867227216813	-0.905450423002971	-8.953687648089723	-7.0953741887175
-2.261707736570506	-5.933859820863323	-3.600756704860689	-0.478388379923741	0.2810750492774744
