first	internal	last	penultimate	second
-2.249266595030334	-1.4012917903986828	-6.407896357159639	-3.5590877622538213	0.9210478020047431
-3.522832497486375	-1.0698182779565875	-6.67046092143329	-6.017202125049364	-3.0006002860051577
-3.105628450038725	-1.3024396652960022	-8.401581738016654	-7.364513271470645	-6.631802473310084
-4.196803388629443	0.8132619840646969	-6.6656649540948125	-5.339088172545712	2.9955062269781245
-3.817242623787694	-0.3879098761893426	-6.778632569439616	-4.2718151155046185	-1.534044336350189
-3.9508778196403287	1.4834881918829794	-6.757187432237015	-0.266312467852104	-3.826312743132685
-4.219490331446637	-0.6942488903748678	-3.74524730551504	-7.862635821089393	-3.0652314026415777
-2.292305594179916	-0.9510830898826974	-7.5299423688528595	2.4782263278495607	-5.711689164188105
-6.762786780455155	-0.23262995557995378	1.7464718626200562	-6.132388150498859	-3.581919317735844
-2.2197201411696073	-1.5697746844256393	-6.27344636501796	-6.285763803547948	-1.4838153715063331
-0.20997201754476819	-2.4328673662685745	-6.097423466181921	-2.456809020196462	-6.477127892348483
-2.355069460251826	-2.6151632822820114	-1.6891340895997788	-3.559691552289962	-1.2599860400995562
-7.681305686216077	-3.81893562470275	-3.496893108270604	-7.973643091335485	1.1193096912952003
0.9761289724747064	-2.7185593069353238	-2.9064181903347692	2.9565510997360356	-1.3845874695698306
-0.9638666625582418	-3.8475325489063845	1.6549166644848727	-5.850701087766261	-7.837454585743275
-0.5246535874119618	-3.2773241442375944	-4.113860381717315	-5.428345322038648	0.7430237175273557
-1.7559995271551374	-3.8807336082027057	2.467094240090946	-3.7048929702490705	0.355433558957098
2.399652367710721	-6.739394442981296	-6.617438539548606	2.7747912756901094	0.2271495851584361
-2.6191464540346843	-6.831808196613368	2.4327937550023027	-6.195462649182929	-1.4556926741911485
-1.6040685536970414	-6.4425736362542185	1.8322257153201342	1.4061012382118598	-7.296433176068831
-4.570896347088794	-6.2626946623043915	0.9708389328874057	-0.406221730352547	-8.173191264337941
-2.3023542675646027	-5.881150199826298	-0.9121000035263856	-1.0723067891127764	-0.6728944293652666
-8.695440736768182	-6.260525145733488	-3.0196265933007047	0.4018379551137574	-3.280222514949989
-6.532050304684377	-6.925749311541464	-2.3723334009834365	-2.4877589521318324	-3.0664152763861114
-3.7071146159936053	-4.496982690203522	-6.468159146235808	-6.525762300387905	-6.137558924303202
-8.85123068765839	-4.860420489742998	2.2169949016307635	2.9067732516398066	-9.0503322218963
-3.452620456445565	-3.7059035831617337	-3.22686786332773	-1.792766816884513	-5.383559489226514
-2.918224084636401	-4.16759635221726	-5.795971497198	-3.8685379999715352	1.5499796062831315
-4.030263247192903	-2.3361508102820214	-6.99480550403519	-7.7783047254161115	-4.117667158529476
-4.057812073328117	-2.8310499485610694	-7.49794401007493	-7.1379774518853605	-3.55512433517242
-2.2049845130509875	-3.6652431909413807	-4.841468558214173	-7.4043628271614015	-7.637826799692091
-2.1307002590294424	-5.237493676596626	-5.676207993536785	-5.888139643379126	-3.1930540368949063
-2.9295996801882596	-4.262572817270941	-6.4006258327850905	1.3540797313132606	-4.336969870048886
-4.178675752412062	-4.048254666117607	-3.0244197018244323	-5.221703939208262	-3.1878386139669392
-1.8184216133309938	-4.817769438778642	-5.518939184792212	-6.559506136352504	-4.285462741188678
-3.2453005947847444	-3.535144403890032	-7.06141387271885	-8.643936982959245	-1.5701858880456392
0.5742953080078577	-3.7321339329851018	-1.9732990740281326	-1.3884045544134298	-1.5286189790886655
-6.241035799514501	-2.693509094021188	-6.6556056036765545	-1.4156377852840014	-2.528048854915121
-2.1605240785062443	-4.252280915300061	-6.842083328879576	-1.1201938758142322	-3.8567810998360432
-0.7287034192141629	-1.526306587403585	2.2510858339310653	-6.787603483643948	-2.3246573684914034
-2.455431526418143	-2.278835611155194	-7.398499266004078	-0.008950777730372663	-3.434579077657285
-1.763102106296802	0.5607834197331889	-6.821116253967723	-6.935476460081441	-2.802044049986396
-4.38492124999136	-3.224560015038961	-7.890227694345431	-0.5636505052429222	-3.4452520309039114
-2.2627112783335637	-3.0018940586680047	-0.26301074582913486	-7.5785982310782405	-1.739222772234393
-0.7156943500678808	-1.0290609641938702	-6.3773634641685195	-2.2800753558721687	0.33485426933163254
-2.64818173609103	-7.259625090166534	2.9299935666584798	-7.184103541634286	-4.058384026840811
-1.9146678097290917	-1.923681716171554	-3.9470388506967393	-4.461586593913757	-2.764336652942129
-3.386181722423952	-2.672422997593959	-3.407953015495766	-3.113760470358638	-4.040178813599149
-0.4909710678240279	-2.0409064753514867	-4.196710792602629	-0.7009734336794443	-1.7232675198926881
-7.322309016662044	-4.190804878544944	-0.648514138413482	-7.604832935248915	-2.4983580637517524
-8.024452570224707	-3.321610736886467	-3.217215712270264	-7.010891925507935	-2.0175806067249367
-1.616445548257867	-3.577145267143622	-5.491705227666123	-7.767214697960275	-3.887447713540908
-2.018112284168252	-4.125754176093893	-7.412544215752122	-3.0617337829759794	-1.0600302589814383
-4.451074963912224	-4.30115922979279	-6.32369503520562	-7.012783579512039	-7.367674003394278
-0.9804034008025686	-3.820995542456777	-7.253206111584633	-0.3043660149671445	-5.475746920228093
-3.646731820275634	-2.560881162516956	2.539287872246245	1.9416397089331054	-2.1210345889330102
-1.241209041569962	-3.0869240952571197	-8.340396887946389	3.0191200939586844	-2.2103224904588172
-5.669870284620915	-1.5235498735366408	-7.292252734938805	-8.343931673400665	2.534216026291078
-3.9922625490099612	-3.134261682043872	-3.183532998842476	-5.70761967026194	1.0761280692161543
-5.706157759257075	2.2234565316448966	-6.297778655239128	-6.8259366474524645	1.8512473210007159
-3.3303418533307205	1.668455018347359	-1.79102834097458	-3.340617558487901	-6.034886131041601
-2.5826070608950324	2.3638242779984804	-1.1748037799200353	-2.90561797869459	-0.7389241793125456
-3.1233710800887784	3.1117925339111987	-5.978954710017988	-1.1815780584386095	-3.395281886508528
2.439702915722214	1.8872757019063175	-6.880174374329148	0.2060930447241914	-5.283924646159001
-0.5468564769322711	2.9256159144326808	2.817209830339235	-4.03236508253395	-3.777280494948542
-1.5112834596962132	1.8266603394866552	-6.191998895298185	-6.444205829030291	-4.05002916814183
-3.4388547464360992	1.7787889025666637	-2.32485251432018	-7.947118066813332	-1.1421877603135833
-3.6157503302192495	1.1325307809755818	0.6739453113008448	-6.0591341582667075	-0.44761112374341305
-1.7583452741446768	2.0662132138346876	-3.0329671819202364	0.024149439648234676	-5.985713272376934
