conditionA	skater_optimize_v0_5_GSK591rep1_database_sorted	skater_optimize_v0_5_GSK591rep2_database_sorted
F0F1T0C0J0_0J1_0	F0T0C0J0_0	F0T0F1T1C0J0_0J0_1J1_1	F0T0T1C0J0_0J0_1
2.601130735999887	-1.3042705270860375	-7.088814587077378	-1.1019929228109502
-2.114706783570654	-2.3903435906897426	-4.6891759596400036	-0.8738345918817948
-4.194420272358915	0.7968199136397593	-4.509599100932928	-4.568287620032628
-0.20782597706268607	1.320547641111985	0.05894539431728113	-8.259633933189862
-4.814978899704087	1.8629379274867697	-0.9378921070764018	-3.276863671539391
-1.565059797025916	-0.8061878932411364	-0.8474310482762551	-4.895037547587323
-4.524212830454692	0.2555333633687824	-2.796866515656779	-8.81118811461216
-0.893544470727149	-0.3341479319661086	-0.8812695138465046	-2.8472013353687626
-1.1243630342173485	-1.6789357031996008	-2.7846320277965204	-6.996231298148563
-4.007694465853492	-0.8222964758844518	-4.116456755094075	-3.5960691721663833
-2.701501773820755	-0.5268105475610638	-3.1396241697601903	-4.01207787568029
-2.855833519597101	2.152477121218439	-3.8092774394360616	-2.1088981631908292
-5.047808398824678	-0.5342657870717517	-5.041274125621918	-0.9179569234308823
-1.4163517196149593	-0.28168353243027294	-0.09206104227495963	-2.70112588278161
-5.1726814782370365	-0.5943604632320039	-0.035588798567420886	1.1125300014533654
-4.063354900536956	-0.5742173873036833	-4.890187478096445	-2.8407376695836852
-2.6427333985418335	-0.5299223715552009	-0.9005405027583168	-5.6416289460396385
-1.8471520232421654	0.13094865636799502	-3.0589790510354713	-1.8819194037274107
-0.25961811250669686	-1.191636368529924	-0.873105093657029	-0.7737479721105467
1.6065587761266318	-1.674811638476693	-3.5083236183461093	-3.3094285007783646
2.2204023974039897	-3.763357747079507	2.7753929960059143	-6.808471307354496
0.40469062497597974	-0.8463827128331185	-8.181996592298278	-4.3929697838236486
0.7191041284149078	-0.14410276566812336	-6.374781139922703	-1.6243988960304139
-0.3096615787512198	-0.6130401022646991	2.0761828098042208	-4.225969928031107
-2.1525450073483876	-6.953248684472769	-5.757875819522549	1.9450268191031468
-2.152737451790667	-3.943727239418633	-5.034254392086663	1.4800215497508247
-4.130874646210882	-5.196433040175211	-5.813400865788048	-0.5751391671808366
-2.3232740356554507	-3.264314239891574	-3.1317804085071153	-7.954354842427878
-6.022080925578623	-3.914632998310959	-2.855196577353847	-4.468772368609601
-1.9922189263291081	-7.095500456914545	-3.418733991266772	-2.203784357413021
-5.279163304474879	-6.2845261919168705	-6.900196464007814	-4.349361006761551
-4.164808046844505	-5.494183848514319	1.0247629170989545	-3.712662938021559
0.1380935964872844	-6.948660532444699	-0.4639202360332766	-8.307392262065452
-0.8059987050327819	-4.363588734304605	-4.2690837686269525	-3.5514897391771747
-4.431655742445169	-3.7184320656399312	1.0870690166206667	-3.1830893847189357
-3.4671257218883187	-2.8641447128510067	-2.6573087283290957	1.8277377437338431
-5.068444616700995	-1.9610609996240131	-2.8862888339982478	-4.2582111801899245
-2.0038195373445413	1.8575256286144342	-4.178095860606617	-5.5302776981683754
-1.4667715753109238	-0.725664379218562	-3.831333320750586	-5.044252742171816
-1.2848920909438415	-2.9961272383929827	-4.355590660045885	-5.366972475221549
-1.2222508037242181	-3.458037206622361	-2.8312552851741244	-6.851378943837904
-2.3192327745007564	-4.151035209515679	-3.5454863240471357	-2.1991758726718347
-4.269812735536337	-2.3332288676400275	-3.3292292631459284	-1.8699916958913938
-0.1542313727229637	-4.432463897779499	-5.250519622555709	-2.147438581561776
-2.1665771476351585	-3.5568712143094823	-4.380530268772271	-4.017299072315319
-2.817465327116387	-7.555064644388676	-6.228426330803258	-3.1255344494796433
-2.973911019336959	-4.170406682302688	-6.713007603427927	-3.14018625535861
1.501599647996542	-3.8984296306386064	1.2334218078713461	-4.69595144235583
-2.9112576179346434	1.0139388510921752	-0.27971365360132994	-0.08977006676995168
-5.58550401693256	-3.932295537375442	-1.0458007111490182	-4.320855128870823
-1.521183470950585	-3.037018399994611	-7.5044613526978905	-3.5239887683787625
-3.0374104082114317	2.350857875767648	0.043543990399062184	-2.0157437966330254
-2.94805385815773	1.3598191242142812	-2.2214246975990286	-2.200259151878058
-2.121219046689234	1.3924905357970936	-2.6021357180575557	2.1618119187485334
-2.5981467574381387	1.961251031598055	-0.25864001969651607	2.177816481158225
-4.472474801692625	2.6159023715800838	0.22911166249139578	3.0469065915107585
-1.1488438469378721	2.6832237117929374	-3.510734943495362	-3.202811667530438
-2.4035265939076003	1.7362151976249298	-2.745618809488803	-4.447670937557987
-3.8339540694499106	2.3083011645865317	-3.1393502006327534	-3.979073008836529
0.6632398579115885	1.4015430940652802	-2.742347253786969	-5.972381642479287
-0.7798471421621137	0.851806997870877	-3.6620081019828437	-3.1961216242620094
